genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT5G28370.1,-9.451571867018638,2.2669008695719057,1.5919116327808605,334.33873509900775,2.507645434722759e-73,2.277348699933896e-70,AT5G28370,NA,NA
AT1G63980.1,-1.693835999410026,0.3446871147032112,6.387403436947584,328.77725587133665,4.045069612591695e-72,3.576906029534372e-69,AT1G63980,NA,NA
AT2G24600.3,-2.8792614127420197,2.2182538835824888,6.25966433000219,326.43069517449,1.3076008100118132e-71,1.1266154466158192e-68,AT2G24600,NA,NA
AT1G68050.1,1.0845775828053446,0.8305884053056978,4.873097965331293,322.8633445918243,7.782435275796396e-71,6.537634753432763e-68,AT1G68050,ADO3;FKF1,"NA;flavin-binding, kelch repeat, f box 1"
AT2G41100.1,-3.082965283550149,2.3203444178134847,8.893023738817984,321.73785443521393,1.3661947109863761e-70,1.1196798702088832e-67,AT2G41100,ATCAL4;CML12;TCH3,ARABIDOPSIS THALIANA CALMODULIN LIKE 4;calmodulin-like 12;TOUCH 3
AT2G46440.1,-1.5992942311097016,0.07630166568094003,5.868410556181263,319.9154575687502,3.3981383080692104e-70,2.7186724625652764e-67,AT2G46440,ATCNGC11;CNGC11,cyclic nucleotide-gated channel 11;CYCLIC NUCLEOTIDE-GATED CHANNEL 11
AT5G24530.1,-0.20548748442719983,-2.5718434863769835,6.698524933529247,316.34892346234057,2.021641257894909e-69,1.5797951057624356e-66,AT5G24530,AtDMR6;DMR6,NA;DOWNY MILDEW RESISTANT 6
AT5G10760.1,-1.079320227478109,-2.6594420118688755,4.573285163619751,313.1740118846946,9.888430864417238e-69,7.551614861503364e-66,AT5G10760,AED1,"APOPLASTIC, EDS1-DEPENDENT 1"
AT5G51440.1,-0.8723599379742604,-3.75133368845424,5.341438114090308,311.83327675952586,1.9331444847899556e-68,1.443500466175824e-65,AT5G51440,NA,NA
AT1G14880.1,-0.9198245252662681,-4.307002439958282,3.341421828391731,305.61544869675816,4.329607460892847e-67,3.162684128280901e-64,AT1G14880,AtPCR1;PCR1,NA;PLANT CADMIUM RESISTANCE 1
AT5G66985.1,-2.5525017617058516,0.3977297399027001,5.235216145857296,302.76145286825636,1.8037894527240675e-66,1.289594323200726e-63,AT5G66985,NA,NA
AT2G20560.1,-0.27947626648463114,-3.5127324204741632,5.116092994929754,301.2841619497851,3.7755088288401357e-66,2.643013493055963e-63,AT2G20560,NA,NA
AT1G24147.1,-1.9320721445968039,-0.5013848745910161,4.0177611142044505,298.00429773386287,1.946206664336939e-65,1.3346211496948944e-62,AT1G24147,NA,NA
AT2G26150.1,-0.03931734419560527,-5.142512745371236,5.46625037487688,296.1851553721449,4.832932172595687e-65,3.247923737271205e-62,AT2G26150,ATHSFA2;HSFA2,heat shock transcription factor A2;heat shock transcription factor A2
AT4G12400.2,-0.7727472839161548,-3.901119431158318,6.656502080354385,292.28087360611374,3.4041972261579205e-64,2.242898729281538e-61,AT4G12400,Hop3,Hop3
AT3G54890.1,1.3190857436232823,1.2465421220127062,10.481935539555243,290.01615358585127,1.0563124959468581e-63,6.825810094001217e-61,AT3G54890,LHCA1,photosystem I light harvesting complex gene 1
AT2G29500.1,0.1956352761586177,-4.7867618535440295,4.533166198144082,287.05365967092735,4.646113311806907e-63,2.945635839685579e-60,AT2G29500,NA,NA
AT5G02490.1,0.31453930225384696,-3.144594172807441,7.136806220801563,283.5328242649883,2.7016525278477004e-62,1.6811283007544154e-59,AT5G02490,AtHsp70-2;Hsp70-2,NA;NA
AT3G08970.1,-0.3394738807297102,-3.3729964195679907,3.3900130111253555,282.56538279207336,4.382346754459161e-62,2.67737482987885e-59,AT3G08970,ATERDJ3A;TMS1,NA;THERMOSENSITIVE MALE STERILE 1
AT3G47470.1,1.178747404725438,1.7075214962956062,9.996044308412076,275.8391687890758,1.265568192168039e-60,7.593861141648295e-58,AT3G47470,CAB4;LHCA4,NA;light-harvesting chlorophyll-protein complex I subunit A4
AT3G14620.1,-1.1946270279771691,-1.220499832178472,6.364488827741307,273.50063187026217,4.07466952201316e-60,2.402053425941863e-57,AT3G14620,CYP72A8,"""cytochrome P450, family 72, subfamily A, polypeptide 8"""
AT4G23220.1,-1.9586602579613257,0.06805841513831608,5.387682850897625,271.699931316546,1.002558094730784e-59,5.80826846536962e-57,AT4G23220,CRK14,cysteine-rich RLK (RECEPTOR-like protein kinase) 14
AT3G23120.1,-2.314905999622651,-2.218295444568652,3.628816487992153,268.4304489960414,5.141248704741966e-59,2.928071847063382e-56,AT3G23120,AtRLP38;RLP38,receptor like protein 38;receptor like protein 38
AT4G03450.1,-2.0913120104123446,-1.8064538925082287,3.0197281689728888,268.26404705109627,5.5873044474084555e-59,3.129076734030315e-56,AT4G03450,NA,NA
AT5G35940.1,-3.061980778280841,0.232414970861868,2.8424932920204955,266.99437393279936,1.0541644127231104e-58,5.806890589560977e-56,AT5G35940,NA,NA
AT5G55450.1,-1.0704506443237776,-1.0896901106973318,5.191888912920609,257.51663279611444,1.2049629379833673e-56,6.530510426147921e-54,AT5G55450,AtLTP4.4,"NA"
AT5G52810.1,-0.7014324751872143,-1.4213446721222551,5.155392295020539,254.68785197422113,4.957190855696615e-56,2.6439924941764708e-53,AT5G52810,SARD4,SAR DEFICIENT 4
AT3G56400.1,-2.074989471995311,-1.086867038237306,6.970117489957117,252.97595516522432,1.1667271625070184e-55,6.12568220540013e-53,AT3G56400,ATWRKY70;WRKY70,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 70;WRKY DNA-binding protein 70
AT5G60900.1,-1.2890774043590219,-1.799835546961781,2.7761979847201914,247.71258604368015,1.6214194995064425e-54,8.381990464986997e-52,AT5G60900,RLK1,receptor-like protein kinase 1
AT1G76040.2,-0.44500289925098374,-1.4201474069686189,5.798395807970427,247.40064163746183,1.8951049184672894e-54,9.648381131869372e-52,AT1G76040,CPK29,calcium-dependent protein kinase 29
AT5G38005.1,2.882939719712543,0.5248903993251638,2.5881668681423227,247.08352781400544,2.2207192161947972e-54,1.1137404045160833e-51,AT5G38005,NA,NA
AT3G47500.1,2.73761352993636,-1.137469986963624,4.308423208183691,245.83152037169603,4.153016077049282e-54,2.052200679720735e-51,AT3G47500,CDF3,cycling DOF factor 3
AT1G65790.1,-1.7080726547238583,-1.2804318782127204,3.4378001702198504,245.52125177070747,4.84995359239244e-54,2.3618571103126197e-51,AT1G65790,ARK1;RK1,receptor kinase 1;receptor kinase 1
AT5G10695.1,-0.9278974304852955,-1.273144485698806,3.5643220402067417,245.15846694880935,5.81453924523295e-54,2.791144967404537e-51,AT5G10695,NA,NA
AT4G23570.3,-0.36989502147250203,-1.701391161108979,6.696750090987465,242.3329802140514,2.3881519440283037e-53,1.1302349524399868e-50,AT4G23570,SGT1A,"NA"
AT2G34420.1,1.2069462364519974,1.673974793854029,10.64386549298486,239.53696268824888,9.6651688673857e-53,4.51068061502631e-50,AT2G34420,LHB1B2;LHCB1.5,photosystem II light harvesting complex gene B1B2;PHOTOSYSTEM II LIGHT HARVESTING COMPLEX GENE 1.5
AT4G23140.2,-2.762043421737458,-1.5667932905667172,4.878509009355845,238.23908428675608,1.849439633345809e-52,8.512419744483609e-50,AT4G23140,CRK6,cysteine-rich RLK (RECEPTOR-like protein kinase) 6
AT5G52640.1,-0.3658938695471842,-4.519157493081419,8.587349270963044,238.21200836203417,1.874647524230067e-52,8.512419744483609e-50,AT5G52640,ATHS83;AtHsp90-1;ATHSP90.1;HSP81-1;HSP81.1;HSP83;HSP90.1,NA;HEAT SHOCK PROTEIN 90-1;heat shock protein 90.1;HEAT SHOCK PROTEIN 81-1;NA;HEAT SHOCK PROTEIN 83;heat shock protein 90.1
AT1G12805.1,-3.410293000864278,0.5107408704210326,3.6316963547378807,234.15193994952944,1.4274216400858546e-51,6.395229593355318e-49,AT1G12805,NA,NA
AT3G27220.1,-2.1028795087133276,0.6587515848787316,4.8939892621049665,232.6674714089896,2.998475636012431e-51,1.3257207673853908e-48,AT3G27220,NA,NA
AT1G14200.1,-0.7958251430133563,-2.024705726153051,4.569302454345024,232.0815821198151,4.0190625655529725e-51,1.7538771471131295e-48,AT1G14200,NA,NA
AT3G12580.1,-0.8598318862496823,-4.027508355922756,8.410236709953539,230.259374443166,9.995675216650134e-51,4.3060856234599715e-48,AT3G12580,ATHSP70;HSC70-4;HSP70,ARABIDOPSIS HEAT SHOCK PROTEIN 70;NA;heat shock protein 70
AT2G44290.1,-1.32518749730826,-0.7059280462963603,4.889570067264934,229.9535531005135,1.1647169538682145e-50,4.9540277321366764e-48,AT2G44290,NA,NA
AT2G47520.1,-2.94188659801763,-0.7204247788625266,1.9772967184448753,228.78902628744132,2.08494297755361e-50,8.75728174146955e-48,AT2G47520,AtERF71;ERF71;HRE2,Arabidopsis thaliana ethylene response factor 71;ethylene response factor 71;HYPOXIA RESPONSIVE ERF (ETHYLENE RESPONSE FACTOR) 2
AT1G74310.1,-0.20367017793635306,-4.390933420594377,7.223435719885263,227.82350607006205,3.378735795976832e-50,1.4016330890915248e-47,AT1G74310,ATHSP101;HOT1;HSP101,heat shock protein 101;NA;heat shock protein 101
AT2G29120.1,-0.409756348326859,-1.6137632021948638,5.285766710747359,226.7170702023379,5.875079245490207e-50,2.407492839109292e-47,AT2G29120,ATGLR2.7;GLR2.7;GLR2.7,glutamate receptor 2.7;GLUTAMATE RECEPTOR  2.7;glutamate receptor 2.7
AT5G39890.1,-3.210465533379835,1.0811333555975764,4.266874930777441,225.33732839481968,1.1711724713536011e-49,4.741414142460687e-47,AT5G39890,PCO2,plant cysteine oxidase 2
AT4G13510.1,-1.4343143920161738,-0.05122065664629245,7.935680386229746,221.98668991614898,6.254646319241135e-49,2.502007447846912e-46,AT4G13510,AMT1;1;ATAMT1;ATAMT1;1,ammonium transporter 1;1;ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1;NA
AT1G71000.1,1.6759668799214413,-6.200106862202159,1.3526420336857916,218.60585221482424,3.391113577202736e-48,1.3405670402490158e-45,AT1G71000,NA,NA
AT2G43010.1,1.0034192065591596,1.3528378118841784,5.468953667643925,217.55697779641073,5.729312640532314e-48,2.2385623645019398e-45,AT2G43010,AtPIF4;PIF4;SRL2,NA;phytochrome interacting factor 4;NA
AT2G17850.1,-3.483363492460254,0.608962274103672,3.060691414468716,214.84109633300696,2.2276588795503127e-47,8.603884329959725e-45,AT2G17850,NA,NA
AT3G47720.1,-4.231810900493078,1.3758143281927158,1.8076742742879865,213.81901405947775,3.71356503455301e-47,1.4179910487619345e-44,AT3G47720,SRO4,similar to RCD one 4
AT2G40100.1,-1.8126848488349636,-0.2703413008142735,4.351155505175672,213.5043787014025,4.346235290919611e-47,1.640923575791919e-44,AT2G40100,LHCB4.3,light harvesting complex photosystem II
AT5G24210.1,-2.0428653455295267,-0.8022283092309179,6.669948102259767,210.44710009216345,2.0044390211188867e-46,7.483684443070759e-44,AT5G24210,NA,NA
AT1G09932.1,-0.7873672110786556,-1.1936041643283641,4.598311458361819,209.74165014668895,2.852195944348738e-46,1.0531811881539154e-43,AT1G09932,NA,NA
AT2G26400.1,-2.9454015760102292,-2.562925571042319,3.3100429157658766,205.93591092611476,1.9124281582029638e-45,6.9849359752104336e-43,AT2G26400,ARD;ARD3;ATARD3,ACIREDUCTONE DIOXYGENASE;acireductone dioxygenase 3;acireductone dioxygenase 3
AT5G48570.1,-0.3501764824758333,-4.879740689675397,6.801705233948398,205.339431051136,2.5769683739456742e-45,9.310891537776618e-43,AT5G48570,ATFKBP65;FKBP65;ROF2,NA;NA;NA
AT3G25882.1,-0.4310037136125719,-3.6982634540417814,3.8847410030432536,197.9519756841909,1.0357969771680148e-43,3.7026436198723014e-41,AT3G25882,NIMIN-2,NIM1-interacting 2
AT3G46230.1,-0.15223237077373375,-5.171542149018621,1.4584058887400322,196.8802855568069,1.7700649137362533e-43,6.260812761196377e-41,AT3G46230,ATHSP17.4;HSP17.4,ARABIDOPSIS THALIANA HEAT SHOCK PROTEIN 17.4;heat shock protein 17.4
AT4G33070.1,-2.939069924886354,0.4196861367120343,6.914509600665562,196.7638752523714,1.876149189155482e-43,6.566913026458594e-41,AT4G33070,AtPDC1;PDC1,NA;pyruvate decarboxylase 1
AT3G11010.1,-0.7703149624289235,-2.1182295918742335,6.226752630794775,196.08537106719683,2.6339206172418577e-43,9.124226863975352e-41,AT3G11010,AtRLP34;RLP34,receptor like protein 34;receptor like protein 34
AT3G13310.1,-1.1549191345834933,0.11985702994457778,5.112582161401958,194.98713340574116,4.56122987172647e-43,1.5639433280587026e-40,AT3G13310,DJC66,DNA J protein C66
AT1G19960.1,-2.1259170880176064,-1.163770409623045,3.6578526443453496,194.47290240675724,5.898557298694143e-43,2.0020537611183898e-40,AT1G19960,NA,NA
AT4G10500.1,-0.341137072234571,-2.97333545853615,3.867664296858653,193.57442089771138,9.243758341668245e-43,3.106087677967364e-40,AT4G10500,DLO1,DMR6-LIKE OXYGENASE 1
AT4G27450.1,-2.351799617470644,0.9361144799372902,7.277820504993075,193.0463066528195,1.2037245953770765e-42,4.004708302362428e-40,AT4G27450,NA,NA
AT1G36180.1,1.4260379922781798,0.29218398383857774,4.375374503817247,192.20387441522354,1.8342518700668547e-42,6.0426011115672996e-40,AT1G36180,ACC2,acetyl-CoA carboxylase 2
AT4G27310.1,1.8163478232290986,0.7454753832330041,2.261040153880137,190.2157739310706,4.956436030454836e-42,1.616953043644111e-39,AT4G27310,BBX28,B-box domain protein 28
AT3G09350.1,0.16788189155229147,-3.805391616739475,6.271961765012674,190.02109408958452,5.463157181206454e-42,1.765125073104801e-39,AT3G09350,Fes1A,Fes1A
AT3G52430.1,-0.4908578670756823,-1.4471121237298983,4.82585011461673,189.0993877780641,8.661431565594316e-42,2.7718230806390495e-39,AT3G52430,ATPAD4;PAD4,ARABIDOPSIS PHYTOALEXIN DEFICIENT 4;PHYTOALEXIN DEFICIENT 4
AT5G67030.1,0.8890063348801078,0.6849990405160898,6.229451676225303,188.9682555303429,9.248359094312361e-42,2.9317298328970183e-39,AT5G67030,ABA1;ATABA1;ATZEP;IBS3;LOS6;NPQ2;ZEP,ABA DEFICIENT 1;ARABIDOPSIS THALIANA ABA DEFICIENT 1;ARABIDOPSIS THALIANA ZEAXANTHIN EPOXIDASE;IMPAIRED IN BABA-INDUCED STERILITY 3;LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6;NON-PHOTOCHEMICAL QUENCHING 2;ZEAXANTHIN EPOXIDASE
AT5G45070.1,-0.3311171369359094,-1.7232899022441077,4.415040330464999,186.44738629433317,3.261853739734776e-41,1.02434401273428e-38,AT5G45070,AtPP2-A8;PP2-A8,phloem protein 2-A8;phloem protein 2-A8
AT1G67105.1,-2.7888490734832865,0.1660470921452844,4.110645717111753,186.14726823223745,3.789957088130194e-41,1.1791679451421367e-38,AT1G67105,NA,NA
AT5G54710.1,-2.0194820046607607,0.7747549115675424,6.928312493731655,185.308882324507,5.763515685060596e-41,1.7767491197193223e-38,AT5G54710,NA,NA
AT2G31880.1,-1.5156539698388398,-0.00867352391056558,7.526756466640149,184.94107761643738,6.927160607797614e-41,2.1160586431201406e-38,AT2G31880,EVR;SOBIR1,EVERSHED;SUPPRESSOR OF BIR1 1
AT2G25510.1,-1.783659684721899,-0.26487834831016804,8.657635524891088,183.93843892563922,1.143603517119989e-40,3.461924809213142e-38,AT2G25510,NA,NA
AT2G42220.1,0.9689591338678667,0.7570249326633655,7.246689892439263,182.86315159410316,1.9578127822537324e-40,5.8737879561866e-38,AT2G42220,NA,NA
AT1G72930.1,-2.1115779428039994,0.9681319215094043,6.481109587525202,181.69138219425034,3.5173667337014804e-40,1.045934132618028e-37,AT1G72930,AtTN10;TIR;TN10,NA;toll/interleukin-1 receptor-like;TIR-nucleotide binding site family 10
AT5G35970.1,1.3515830903380814,0.20320203089042088,4.923298752563967,181.50090089097785,3.8688344047513545e-40,1.1403559093724124e-37,AT5G35970,NA,NA
AT1G71030.1,0.3254449565126588,2.602269775510339,4.76553593226978,180.95031859857576,5.094922321199374e-40,1.4886919985820988e-37,AT1G71030,ATMYBL2;MYBL2,ARABIDOPSIS MYB-LIKE 2;MYB-like 2
AT3G24500.1,-0.2378604608124269,-3.9052100636213924,5.682345640235958,180.4194432012643,6.643786912920757e-40,1.9245217917927867e-37,AT3G24500,ATMBF1C;MBF1C,NA;multiprotein bridging factor 1C
AT5G52760.1,-2.318364147448839,-2.1928721359546355,2.7920154548475375,179.175469766476,1.2374882785409915e-39,3.5540240286781533e-37,AT5G52760,NA,NA
AT2G27550.1,-1.4174762780360979,-0.12168679979328915,3.8424781095424976,177.9809624451685,2.248666568202463e-39,6.403363900401623e-37,AT2G27550,ATC,centroradialis
AT1G33055.1,-3.278294369565056,1.673713656686761,3.718754161193746,176.6115920412405,4.459437362407288e-39,1.2592102037950395e-36,AT1G33055,NA,NA
AT2G15890.1,-1.161161279735113,3.0325845282684276,7.769113890379974,175.20300669540308,9.018835998936937e-39,2.5254243936356578e-36,AT2G15890,CBP1;MEE14,CCG-BINDING PROTEIN 1;maternal effect embryo arrest 14
AT3G29240.1,-1.1521543282772853,-1.0739804690045631,6.882976782647422,175.10588880936672,9.467588439081916e-39,2.6291727828928144e-36,AT3G29240,NA,NA
AT5G63810.1,0.4988223827895472,0.8788821081414879,6.164115654990239,174.73346771616445,1.1405375378363029e-38,3.141339536588152e-36,AT5G63810,AtBGAL10;BGAL10,Arabidopsis thaliana beta-galactosidase 10;beta-galactosidase 10
AT2G29650.1,1.009638176904293,0.8222623585592949,5.262790417452768,174.49884152971566,1.2825018863705104e-38,3.5036283240505604e-36,AT2G29650,ANTR1;PHT4;1,anion transporter 1;phosphate transporter 4;1
AT1G34750.1,-0.47394496391023183,-1.0707059562335746,5.219571322330745,173.18897665347342,2.468832105496825e-38,6.690136807169703e-36,AT1G34750,CIPP1,CERK-1 interacting protein phosphatase 1
AT5G06980.4,1.9955851227385213,0.5577900872059617,2.100287541584346,172.44742367396267,3.5769901150296663e-38,9.615521747618147e-36,AT5G06980,LNK4,night light-inducible and clock-regulated 4
AT5G46490.2,-0.9233494232454289,-0.26938883386840484,4.770325437283874,172.15057939477083,4.149317390050189e-38,1.1065504995275115e-35,AT5G46490,NA,NA
AT5G01900.1,-2.3543059866011635,-4.021517411081116,4.106370430300747,171.67165301596728,5.271985389146145e-38,1.3948760082369193e-35,AT5G01900,ATWRKY62;WRKY62,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 62;WRKY DNA-binding protein 62
AT1G02450.1,-1.9773876464203153,-3.5266090007906583,3.2439243731504606,170.5033969133559,9.454918450838244e-38,2.4820638264458333e-35,AT1G02450,NIMIN-1;NIMIN1,NA;NIM1-interacting 1
AT4G27440.1,0.6051067677276922,1.191253462509221,8.783653329703398,170.08713454592674,1.1642547326113202e-37,3.032657947690355e-35,AT4G27440,PORB,protochlorophyllide oxidoreductase B
AT4G26070.2,-1.3099290872567215,-0.09856318295884811,5.601436969441839,168.99780638948474,2.007209092570852e-37,5.188172302197366e-35,AT4G26070,ATMEK1;MEK1;MKK1;NMAPKK,NA;MAP kinase/ ERK kinase 1;MITOGEN ACTIVATED PROTEIN KINASE KINASE 1;NA
AT3G56940.1,0.802074357863148,0.7279003260301338,8.994615459200373,165.26354744112712,1.2986037219615404e-36,3.330968111858907e-34,AT3G56940,ACSF;CHL27;CRD1,NA;NA;COPPER RESPONSE DEFECT 1
AT4G14365.1,-2.0456099504558773,-0.2304910765014049,6.073015683385802,165.1883303881887,1.3483722897390995e-36,3.4324246727131228e-34,AT4G14365,XBAT34,XB3 ortholog 4 in Arabidopsis thaliana
